"station"	"season"	"duration_mean"	"num_rentals"	"id"	"lat"	"long"	"no_bikes"	"no_empty_docks"	"atm"	"bank"	"bar"	"bench"	"bicycle_parking"	"bicycle_rental"	"cafe"	"doctors"	"drinking_water"	"embassy"	"fast_food"	"fountain"	"fuel"	"kindergarten"	"nightclub"	"parking"	"parking_entrance"	"pharmacy"	"place_of_worship"	"police"	"post_box"	"post_office"	"pub"	"recycling"	"restaurant"	"school"	"theatre"	"waste_basket"	"artwork_type_statue"	"diplomatic_embassy"	"emergency_fire_hydrant"	"bus_stop"	"crossing"	"motorway_junction"	"stop"	"traffic_signals"	"turning_circle"	"historic_memorial"	"historic_monument"	"leisure_park"	"leisure_sports_centre"	"office_government"	"outdoor_seating"	"parking_underground"	"railway_level_crossing"	"railway_station"	"railway_subway_entrance"	"shop_alcohol"	"shop_art"	"shop_bakery"	"shop_beauty"	"shop_books"	"shop_clothes"	"shop_convenience"	"shop_dry_cleaning"	"shop_electronics"	"shop_gift"	"shop_hairdresser"	"shop_mobile_phone"	"shop_shoes"	"shop_stationery"	"shop_supermarket"	"station_subway"	"tourism_artwork"	"tourism_hotel"	"tourism_information"	"tourism_museum"
"C & O Canal & Wisconsin Ave NW"	"Autumn"	25.7877358490566	3392	"87"	38.90375	-77.06269	11	10	0	3	1	11	0	1	5	0	0	1	7	0	0	0	1	5	0	0	0	0	0	0	3	0	19	1	1	0	0	1	0	7	20	0	1	9	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	20	0	0	1	1	3	0	5	0	0	0	0	2	0	1
"C & O Canal & Wisconsin Ave NW"	"Summer"	27.0585050646175	5726	"87"	38.90375	-77.06269	11	10	0	3	1	11	0	1	5	0	0	1	7	0	0	0	1	5	0	0	0	0	0	0	3	0	19	1	1	0	0	1	0	7	20	0	1	9	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	20	0	0	1	1	3	0	5	0	0	0	0	2	0	1
"C & O Canal & Wisconsin Ave NW"	"Winter"	20.3153605015674	1595	"87"	38.90375	-77.06269	11	10	0	3	1	11	0	1	5	0	0	1	7	0	0	0	1	5	0	0	0	0	0	0	3	0	19	1	1	0	0	1	0	7	20	0	1	9	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	20	0	0	1	1	3	0	5	0	0	0	0	2	0	1
"California St & Florida Ave NW"	"Winter"	10.1009140767825	2735	"149"	38.917761	-77.04062	4	15	0	0	3	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	10	2	0	0	0	0	0	0	3	0	0	4	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0
"California St & Florida Ave NW"	"Spring"	12.778469425119	5462	"149"	38.917761	-77.04062	4	15	0	0	3	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	10	2	0	0	0	0	0	0	3	0	0	4	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0
"California St & Florida Ave NW"	"Summer"	11.3419235304026	5937	"149"	38.917761	-77.04062	4	15	0	0	3	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	10	2	0	0	0	0	0	0	3	0	0	4	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0
"California St & Florida Ave NW"	"Autumn"	11.2882049074473	4646	"149"	38.917761	-77.04062	4	15	0	0	3	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	10	2	0	0	0	0	0	0	3	0	0	4	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0
"Calvert & Biltmore St NW"	"Autumn"	16.4815983175605	1902	"20"	38.923203	-77.047637	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Calvert & Biltmore St NW"	"Winter"	12.3660933660934	814	"20"	38.923203	-77.047637	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Calvert & Biltmore St NW"	"Summer"	16.7726341663253	2441	"20"	38.923203	-77.047637	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Calvert & Biltmore St NW"	"Spring"	17.5555054151625	2216	"20"	38.923203	-77.047637	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Central Library / N Quincy St & 10th St N"	"Winter"	15.8952702702703	296	"166"	38.88397	-77.10783	3	8	0	0	1	0	0	2	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	9	0	3	22	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"Central Library / N Quincy St & 10th St N"	"Autumn"	10.8231966053748	707	"166"	38.88397	-77.10783	3	8	0	0	1	0	0	2	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	9	0	3	22	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"Central Library / N Quincy St & 10th St N"	"Spring"	16.2614379084967	918	"166"	38.88397	-77.10783	3	8	0	0	1	0	0	2	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	9	0	3	22	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"Central Library / N Quincy St & 10th St N"	"Summer"	13.0283203125	1024	"166"	38.88397	-77.10783	3	8	0	0	1	0	0	2	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	9	0	3	22	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"Clarendon Blvd & N Fillmore St"	"Summer"	15.397635345364	1607	"139"	38.8881	-77.09308	7	8	0	2	2	0	4	3	3	0	0	0	1	3	0	0	0	3	0	1	1	0	0	0	2	0	17	1	0	0	0	0	0	4	36	0	0	23	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	2	0	0	0	0	0	1	1	0	1	1	0	0	0	0
"Clarendon Blvd & N Fillmore St"	"Winter"	8.37470167064439	419	"139"	38.8881	-77.09308	7	8	0	2	2	0	4	3	3	0	0	0	1	3	0	0	0	3	0	1	1	0	0	0	2	0	17	1	0	0	0	0	0	4	36	0	0	23	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	2	0	0	0	0	0	1	1	0	1	1	0	0	0	0
"Clarendon Blvd & N Fillmore St"	"Spring"	15.5568096313017	1329	"139"	38.8881	-77.09308	7	8	0	2	2	0	4	3	3	0	0	0	1	3	0	0	0	3	0	1	1	0	0	0	2	0	17	1	0	0	0	0	0	4	36	0	0	23	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	2	0	0	0	0	0	1	1	0	1	1	0	0	0	0
"Clarendon Blvd & N Fillmore St"	"Autumn"	9.86135693215339	1017	"139"	38.8881	-77.09308	7	8	0	2	2	0	4	3	3	0	0	0	1	3	0	0	0	3	0	1	1	0	0	0	2	0	17	1	0	0	0	0	0	4	36	0	0	23	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	2	0	0	0	0	0	1	1	0	1	1	0	0	0	0
"Clarendon Blvd & Pierce St"	"Spring"	22.5260736196319	1304	"129"	38.893648	-77.076701	5	6	0	0	0	1	0	1	1	0	0	0	3	0	0	0	0	4	0	1	0	0	0	0	0	0	9	0	0	3	0	0	0	5	43	0	3	22	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0
"Clarendon Blvd & Pierce St"	"Winter"	15.7186761229314	423	"129"	38.893648	-77.076701	5	6	0	0	0	1	0	1	1	0	0	0	3	0	0	0	0	4	0	1	0	0	0	0	0	0	9	0	0	3	0	0	0	5	43	0	3	22	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0
"Clarendon Blvd & Pierce St"	"Summer"	18.2415569547796	1747	"129"	38.893648	-77.076701	5	6	0	0	0	1	0	1	1	0	0	0	3	0	0	0	0	4	0	1	0	0	0	0	0	0	9	0	0	3	0	0	0	5	43	0	3	22	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0
"Clarendon Blvd & Pierce St"	"Autumn"	16.3760368663594	1085	"129"	38.893648	-77.076701	5	6	0	0	0	1	0	1	1	0	0	0	3	0	0	0	0	4	0	1	0	0	0	0	0	0	9	0	0	3	0	0	0	5	43	0	3	22	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0
"Clarendon Metro / Wilson Blvd & N Highland St"	"Winter"	16.8915211970075	802	"140"	38.88786	-77.094875	8	9	1	4	3	0	5	2	1	0	0	0	0	2	0	0	1	2	0	1	2	0	0	0	2	0	21	1	0	0	0	0	0	1	31	0	0	26	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	2	0	1	1	0	0	0	0
"Clarendon Metro / Wilson Blvd & N Highland St"	"Spring"	11.7485849056604	2120	"140"	38.88786	-77.094875	8	9	1	4	3	0	5	2	1	0	0	0	0	2	0	0	1	2	0	1	2	0	0	0	2	0	21	1	0	0	0	0	0	1	31	0	0	26	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	2	0	1	1	0	0	0	0
"Clarendon Metro / Wilson Blvd & N Highland St"	"Autumn"	12.3848857644991	1707	"140"	38.88786	-77.094875	8	9	1	4	3	0	5	2	1	0	0	0	0	2	0	0	1	2	0	1	2	0	0	0	2	0	21	1	0	0	0	0	0	1	31	0	0	26	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	2	0	1	1	0	0	0	0
"Clarendon Metro / Wilson Blvd & N Highland St"	"Summer"	12.3527256069629	2183	"140"	38.88786	-77.094875	8	9	1	4	3	0	5	2	1	0	0	0	0	2	0	0	1	2	0	1	2	0	0	0	2	0	21	1	0	0	0	0	0	1	31	0	0	26	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	2	0	1	1	0	0	0	0
"Columbia Pike & S Courthouse Rd"	"Autumn"	18.2405063291139	316	"211"	38.863833	-77.080319	6	9	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Columbia Pike & S Courthouse Rd"	"Spring"	23.2118226600985	609	"211"	38.863833	-77.080319	6	9	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Columbia Pike & S Courthouse Rd"	"Winter"	23.2169117647059	272	"211"	38.863833	-77.080319	6	9	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Columbia Pike & S Courthouse Rd"	"Summer"	24.7909090909091	660	"211"	38.863833	-77.080319	6	9	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Columbia Pike & S Dinwiddie St / Arlington Mill Community Center"	"Summer"	39.4780701754386	228	"256"	38.856319	-77.11153	9	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0
"Columbia Pike & S Dinwiddie St / Arlington Mill Community Center"	"Winter"	16.5932203389831	59	"256"	38.856319	-77.11153	9	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0
"Columbia Pike & S Dinwiddie St / Arlington Mill Community Center"	"Spring"	39.3103448275862	261	"256"	38.856319	-77.11153	9	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0
"Columbia Pike & S Dinwiddie St / Arlington Mill Community Center"	"Autumn"	24.3714285714286	140	"256"	38.856319	-77.11153	9	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0
"Columbia Pike & S Orme St"	"Winter"	23.125	136	"246"	38.867262	-77.072315	4	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"Columbia Pike & S Orme St"	"Spring"	32.0222672064777	494	"246"	38.867262	-77.072315	4	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"Columbia Pike & S Orme St"	"Autumn"	24.0051150895141	391	"246"	38.867262	-77.072315	4	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"Columbia Pike & S Orme St"	"Summer"	34.75	536	"246"	38.867262	-77.072315	4	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"Columbia Pike & S Walter Reed Dr"	"Summer"	19.9965217391304	575	"255"	38.862478	-77.086599	2	10	0	0	0	5	2	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	4	1	4	0	0	2	0	0	0	0	6	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"Columbia Pike & S Walter Reed Dr"	"Spring"	18.9425087108014	574	"255"	38.862478	-77.086599	2	10	0	0	0	5	2	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	4	1	4	0	0	2	0	0	0	0	6	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"Columbia Pike & S Walter Reed Dr"	"Winter"	34.061797752809	178	"255"	38.862478	-77.086599	2	10	0	0	0	5	2	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	4	1	4	0	0	2	0	0	0	0	6	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"Columbia Pike & S Walter Reed Dr"	"Autumn"	16.6181818181818	385	"255"	38.862478	-77.086599	2	10	0	0	0	5	2	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	4	1	4	0	0	2	0	0	0	0	6	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"Columbia Rd & Belmont St NW"	"Summer"	12.4808017387105	4141	"135"	38.920669	-77.04368	1	17	1	2	20	0	2	1	4	0	1	0	9	0	0	0	2	1	0	0	0	0	1	1	4	0	26	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	2	0	0	1	0	0
"Columbia Rd & Belmont St NW"	"Winter"	10.7515021459227	2330	"135"	38.920669	-77.04368	1	17	1	2	20	0	2	1	4	0	1	0	9	0	0	0	2	1	0	0	0	0	1	1	4	0	26	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	2	0	0	1	0	0
"Columbia Rd & Belmont St NW"	"Autumn"	11.9421538461538	3250	"135"	38.920669	-77.04368	1	17	1	2	20	0	2	1	4	0	1	0	9	0	0	0	2	1	0	0	0	0	1	1	4	0	26	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	2	0	0	1	0	0
"Columbia Rd & Belmont St NW"	"Spring"	12.0434484335696	4373	"135"	38.920669	-77.04368	1	17	1	2	20	0	2	1	4	0	1	0	9	0	0	0	2	1	0	0	0	0	1	1	4	0	26	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	2	0	0	1	0	0
"Columbia Rd & Georgia Ave NW"	"Autumn"	13.3224637681159	2760	"148"	38.928156	-77.02344	3	16	0	0	1	0	2	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	18	0	0	0	0	1	0	1	0	0	0	0	1	0	0	5	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
"Columbia Rd & Georgia Ave NW"	"Winter"	12.2619175147295	1867	"148"	38.928156	-77.02344	3	16	0	0	1	0	2	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	18	0	0	0	0	1	0	1	0	0	0	0	1	0	0	5	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
"Columbia Rd & Georgia Ave NW"	"Spring"	13.9061479061479	3367	"148"	38.928156	-77.02344	3	16	0	0	1	0	2	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	18	0	0	0	0	1	0	1	0	0	0	0	1	0	0	5	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
"Columbia Rd & Georgia Ave NW"	"Summer"	13.5648618161309	3546	"148"	38.928156	-77.02344	3	16	0	0	1	0	2	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	18	0	0	0	0	1	0	1	0	0	0	0	1	0	0	5	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
"Columbus Circle / Union Station"	"Spring"	13.8034192150253	20765	"113"	38.89696	-77.00493	33	2	0	0	0	0	0	1	3	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	5	1	0	0	9	0	0	5	55	0	16	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0
"Columbus Circle / Union Station"	"Winter"	11.0035356511491	10182	"113"	38.89696	-77.00493	33	2	0	0	0	0	0	1	3	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	5	1	0	0	9	0	0	5	55	0	16	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0
"Columbus Circle / Union Station"	"Summer"	13.6664113884134	22198	"113"	38.89696	-77.00493	33	2	0	0	0	0	0	1	3	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	5	1	0	0	9	0	0	5	55	0	16	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0
"Columbus Circle / Union Station"	"Autumn"	12.1935855357863	17367	"113"	38.89696	-77.00493	33	2	0	0	0	0	0	1	3	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	5	1	0	0	9	0	0	5	55	0	16	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0
"Commerce St & Fayette St"	"Winter"	36.7393939393939	165	"194"	38.805648	-77.05293	11	4	0	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	1	0	0	0	0	0	0	0	0
"Commerce St & Fayette St"	"Autumn"	10.8362068965517	580	"194"	38.805648	-77.05293	11	4	0	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	1	0	0	0	0	0	0	0	0
"Commerce St & Fayette St"	"Spring"	19.8761904761905	630	"194"	38.805648	-77.05293	11	4	0	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	1	0	0	0	0	0	0	0	0
"Commerce St & Fayette St"	"Summer"	13.6324200913242	876	"194"	38.805648	-77.05293	11	4	0	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	1	0	0	0	0	0	0	0	0
"Congress Heights Metro"	"Autumn"	9.04273504273504	117	"155"	38.844711	-76.987823	10	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"Congress Heights Metro"	"Summer"	12.7857142857143	98	"155"	38.844711	-76.987823	10	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"Congress Heights Metro"	"Winter"	11.76	25	"155"	38.844711	-76.987823	10	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"Congress Heights Metro"	"Spring"	14.2173913043478	115	"155"	38.844711	-76.987823	10	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"Connecticut & Nebraska Ave NW"	"Spring"	16.3971631205674	1410	"228"	38.955016	-77.069956	14	7	1	0	0	0	2	1	3	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	3	2	0	0	0	0	0	0	2	0	0	21	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"Connecticut & Nebraska Ave NW"	"Autumn"	14.1795263559969	1309	"228"	38.955016	-77.069956	14	7	1	0	0	0	2	1	3	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	3	2	0	0	0	0	0	0	2	0	0	21	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"Connecticut & Nebraska Ave NW"	"Summer"	16.5531265887138	1967	"228"	38.955016	-77.069956	14	7	1	0	0	0	2	1	3	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	3	2	0	0	0	0	0	0	2	0	0	21	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"Connecticut & Nebraska Ave NW"	"Winter"	18.0767634854772	482	"228"	38.955016	-77.069956	14	7	1	0	0	0	2	1	3	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	3	2	0	0	0	0	0	0	2	0	0	21	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"Connecticut Ave & Newark St NW / Cleveland Park"	"Spring"	18.8023648648649	2368	"35"	38.934267	-77.057979	7	4	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	15	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
"Connecticut Ave & Newark St NW / Cleveland Park"	"Winter"	15.4244120940649	893	"35"	38.934267	-77.057979	7	4	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	15	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
"Connecticut Ave & Newark St NW / Cleveland Park"	"Summer"	18.7026492684856	2529	"35"	38.934267	-77.057979	7	4	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	15	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
